public_reference,mileage,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type
SG0T6ODD,159739,Grey,Audi,A6,Used,2009,26381,Truck,False,Diesel
X8TSO5ZX,118301,Green,Audi,A4,Used,2024,33340,Convertible,False,Hybrid
G4R1L0G1,90516,Yellow,Audi,A6,Used,2024,38621,Truck,False,Hybrid
B6QSWY5V,33334,Grey,Toyota,RAV4,Certified Used,2003,42348,SUV,False,Electric
Q1GLTMDD,208698,Green,Kia,Sportage,Used,2017,27542,Sedan,True,Electric
WDEBO0GK,75165,Silver,BMW,3 Series,Used,2011,33548,Hatchback,False,Hybrid
UCMZHHMI,35599,Red,BMW,5 Series,Used,2007,36537,Convertible,True,Petrol
Q1O5YN6Y,65364,Black,Toyota,RAV4,Certified Used,2022,48001,Sedan,True,Electric
7W2V4397,96303,White,Kia,Sorento,New,2006,44783,Sedan,True,Hybrid
HNGIFSOQ,72130,Brown,Audi,A6,Used,2000,29006,Sedan,True,Diesel
ZMORQWCA,22500,White,BMW,3 Series,Used,2021,40878,Convertible,True,Diesel
TCJN4HPZ,48831,White,Chevrolet,Silverado,Certified Used,2013,44227,Hatchback,True,Petrol
S7KT6MR3,18659,Red,Volkswagen,Passat,Used,2020,40358,Truck,False,Diesel
6Y7C66O6,162765,Silver,BMW,3 Series,New,2010,37644,Coupe,False,Hybrid
VINY8IXG,182423,Silver,Chevrolet,Malibu,New,2022,41475,Coupe,False,Diesel
0B90JKLY,15130,Green,Chevrolet,Equinox,Used,2003,36229,Convertible,False,Diesel
SBAHR7M4,14363,White,Honda,Civic,Certified Used,2003,44502,Coupe,False,Hybrid
IEER9UQS,69099,White,Kia,Sportage,Certified Used,2020,45856,Hatchback,True,Diesel
VIMNPXDI,122999,Blue,Chevrolet,Malibu,Used,2016,31738,Sedan,True,Electric
Z2CFZ8O8,116460,Brown,Audi,A6,New,2017,46390,Coupe,False,Petrol
1L1Y17HN,215780,Black,Honda,Civic,Certified Used,2013,30132,Coupe,False,Electric
HNGUVARF,198709,Red,Nissan,Rogue,Certified Used,2008,30601,Hatchback,True,Petrol
39M0K2XS,127470,Blue,Nissan,Rogue,Used,2002,26376,Coupe,True,Diesel
PPWQW2ZO,31660,Blue,Chevrolet,Malibu,Used,2016,38318,Truck,True,Petrol
TYTDZA6U,176691,White,Ford,Focus,Used,2018,30898,Sedan,False,Hybrid
4MQHEDFV,24495,Yellow,Hyundai,Tucson,Used,2020,38775,SUV,False,Hybrid
GRIN665V,65354,Black,Toyota,Corolla,New,2012,50429,Hatchback,False,Petrol
U8IV8XGL,41427,Yellow,Hyundai,Elantra,New,2018,53774,Sedan,True,Hybrid
XJLWUU9H,37790,Grey,Chevrolet,Malibu,Certified Used,2009,42137,Hatchback,True,Petrol
1TRHI5RL,6449,Green,Chevrolet,Equinox,Certified Used,2020,49945,Truck,True,Petrol
UT9JB6JY,151901,White,BMW,5 Series,Used,2003,25438,Truck,False,Hybrid
NIJJHKAS,114702,Orange,Hyundai,Tucson,New,2013,46868,Coupe,True,Diesel
Q64HOH4Z,206551,White,Ford,Escape,Used,2019,28689,Hatchback,True,Petrol
YZIVTVEW,124510,Red,BMW,5 Series,Used,2024,33662,Coupe,True,Electric
ZBRO726D,226211,Green,Toyota,Camry,Used,2009,22427,Truck,False,Hybrid
MSO77640,242284,Red,Toyota,Camry,Used,2014,21643,Sedan,False,Hybrid
NI5C0GYR,223300,Silver,Honda,Accord,New,2007,29697,SUV,False,Petrol
X620C1LV,170085,Yellow,Nissan,Sentra,Used,2020,28500,Hatchback,True,Electric
J6EX5YAL,46203,White,Kia,Sportage,Used,2013,36032,Convertible,True,Hybrid
BMME2ICV,74905,Green,Honda,Accord,New,2017,49422,Hatchback,False,Diesel
ZEP2ZDJM,22497,Red,Honda,Accord,Certified Used,2011,43662,Coupe,True,Diesel
SKGMMY7L,105033,Orange,Toyota,RAV4,Certified Used,2001,32398,Sedan,False,Petrol
7SFLUWGZ,62975,Grey,Honda,CR-V,Used,2019,36840,Coupe,True,Hybrid
59TFOT6A,84894,Blue,Honda,CR-V,Certified Used,2015,40805,Truck,False,Diesel
F6X32KA5,138648,White,Kia,Sorento,New,2021,46141,Convertible,True,Petrol
1CK4DSAS,7295,White,Nissan,Altima,New,2002,50472,Hatchback,True,Hybrid
9KYJHRD9,58721,Orange,Audi,Q5,Used,2020,39556,Coupe,False,Diesel
UON9ZSCU,249791,Orange,Toyota,Corolla,Used,2015,22740,Truck,False,Petrol
JYL1Q2CA,106636,Silver,Hyundai,Sonata,Certified Used,2011,37002,Truck,True,Electric
5YRORTAU,163249,Orange,Kia,Optima,Certified Used,2020,35763,SUV,True,Hybrid
0ADOMPLJ,215298,Yellow,BMW,3 Series,Used,2002,20294,Sedan,True,Hybrid
7D3WBJZ5,164485,Blue,Honda,Accord,Used,2002,25751,Sedan,False,Hybrid
SU9U8669,229386,Black,Audi,A4,New,2021,35988,Hatchback,False,Electric
0APJ2GM7,14142,Black,BMW,5 Series,New,2017,55715,Coupe,True,Hybrid
GI58ZE6Z,51443,Red,Volkswagen,Passat,New,2004,48743,Sedan,True,Petrol
MI22AZFC,60401,Blue,Chevrolet,Equinox,Certified Used,2021,45761,Sedan,False,Hybrid
PV92I1G9,115045,Red,BMW,3 Series,Used,2006,30114,Sedan,False,Electric
LKH2FRL1,48611,Blue,Audi,Q5,Certified Used,2006,39920,SUV,True,Petrol
D15DG6L7,226458,Red,Toyota,RAV4,New,2022,37524,SUV,True,Hybrid
0F3UX140,213266,Orange,Nissan,Sentra,Used,2006,21038,Truck,True,Hybrid
QQLHOW5A,198020,Red,Kia,Sportage,Used,2008,24187,Truck,True,Petrol
OGVOXWC6,37850,Grey,Volkswagen,Golf,New,2024,59500,Sedan,True,Electric
VFEZZ7S1,44086,Brown,Audi,A6,Certified Used,2024,49322,Hatchback,True,Hybrid
M16KSNLH,49292,Silver,Toyota,Corolla,Certified Used,2013,42976,Sedan,False,Diesel
B0958IKK,181980,Grey,Ford,Escape,Certified Used,2022,37404,SUV,False,Electric
2E3COD76,16358,Brown,Ford,Focus,Certified Used,2020,47983,Hatchback,True,Diesel
EXRCX79Z,189915,Black,Kia,Sportage,Certified Used,2017,31682,Coupe,False,Electric
78WKD56S,213453,Brown,Kia,Sportage,New,2009,31750,SUV,False,Petrol
ESXYS3FM,193244,Green,Hyundai,Elantra,Used,2018,26801,Truck,False,Hybrid
IU089DR2,208512,Yellow,Toyota,Corolla,Used,2012,23061,Convertible,False,Hybrid
FDI32D69,8114,Silver,Volkswagen,Passat,New,2006,50875,Sedan,True,Hybrid
V512TDET,61951,Orange,Honda,Civic,Certified Used,2006,38968,Truck,False,Electric
KBEQJW9G,191119,Grey,Kia,Sorento,New,2012,37044,SUV,False,Electric
ZC3PIW16,224298,Blue,Audi,Q5,Used,2006,20059,Hatchback,False,Petrol
U79XLDE8,34953,Blue,Honda,CR-V,New,2019,57216,Truck,True,Hybrid
LP3K03FQ,105733,White,Ford,F-150,Used,2014,31687,Coupe,True,Electric
FBTPB7B9,8946,Orange,Kia,Optima,Certified Used,2002,43117,Sedan,False,Hybrid
3HD9ZLC3,135511,White,Hyundai,Sonata,New,2014,41761,Hatchback,False,Hybrid
56WEVKXQ,110243,Orange,BMW,3 Series,New,2003,42309,Sedan,True,Petrol
2OY6PQD3,125106,Brown,BMW,X5,Used,2009,29244,Hatchback,True,Electric
0VN3PWEB,67542,Grey,Ford,F-150,Used,2005,33453,Coupe,True,Hybrid
2VLEH6Y3,27904,Silver,Honda,Accord,Certified Used,2016,48896,SUV,False,Hybrid
7AK1DDTG,126598,Red,Volkswagen,Tiguan,Certified Used,2013,35761,Hatchback,False,Diesel
ONSB7VCT,34111,White,Chevrolet,Malibu,New,2010,49620,Sedan,False,Petrol
UQFGI5QZ,245592,Red,Honda,CR-V,Used,2019,23455,SUV,False,Diesel
QFY210MG,175793,Blue,Hyundai,Tucson,Used,2020,28821,Hatchback,True,Diesel
3Q8AZKI1,43464,Black,Hyundai,Sonata,New,2016,53509,SUV,False,Petrol
DZBAS81X,138390,Red,Kia,Optima,New,2007,38286,Convertible,False,Hybrid
F8FVLU5J,61061,Brown,Chevrolet,Malibu,Certified Used,2002,39476,Coupe,True,Hybrid
MNX70P0L,71469,Red,Volkswagen,Golf,Used,2020,35716,Coupe,False,Petrol
54VKRZKK,174303,White,Honda,Accord,Certified Used,2022,36606,Convertible,True,Hybrid
84E0DUB3,220875,Grey,Honda,Civic,Certified Used,2012,30329,Hatchback,True,Petrol
44IBZBSZ,240422,Red,Honda,Accord,New,2016,34540,SUV,False,Electric
Y46IM9KP,147556,Orange,Kia,Optima,Certified Used,2002,31228,Truck,True,Electric
ZGRT77P6,18892,Black,Volkswagen,Golf,Certified Used,2006,43924,Hatchback,False,Petrol
ZBF47OD1,246619,Grey,BMW,5 Series,New,2011,32168,Convertible,True,Diesel
E5F7VOXA,39198,Silver,Hyundai,Sonata,Used,2020,40267,Hatchback,True,Petrol
EIIYLYR9,230079,Black,Audi,A4,Used,2014,24372,Truck,False,Electric
SSXSH4WI,127645,Silver,Volkswagen,Tiguan,Certified Used,2023,40706,Coupe,True,Diesel
M9XHPARF,106474,Green,Toyota,Corolla,New,2006,42950,Truck,False,Diesel
0671LV2V,53774,Brown,Hyundai,Tucson,Certified Used,2019,44540,Convertible,False,Diesel
EGSS8WWN,43198,Green,Volkswagen,Passat,Used,2005,34331,Hatchback,False,Hybrid
T4ZHEWWA,122235,Orange,Volkswagen,Passat,Certified Used,2020,40290,SUV,False,Diesel
CBSPH6LS,96415,White,Ford,Focus,Used,2007,31635,Sedan,False,Petrol
SF7DTG0T,73973,Grey,Audi,A6,Certified Used,2006,37643,SUV,True,Hybrid
67LIKP2Z,246059,Silver,BMW,X5,Used,2012,23782,SUV,False,Electric
5O90F2WW,93655,Yellow,Ford,Focus,New,2000,42556,Convertible,True,Petrol
44ZO6GZ4,234206,Yellow,Audi,A6,Certified Used,2002,23361,Truck,False,Electric
VJZKG4UR,24234,Grey,Volkswagen,Tiguan,Used,2009,34821,SUV,False,Hybrid
HEOTB8AR,34182,Red,Kia,Optima,Used,2019,40568,Truck,True,Diesel
I1022A5Y,49181,White,Kia,Sportage,Certified Used,2021,48986,Truck,True,Petrol
V13NLJ16,231399,Yellow,Honda,Accord,Used,2020,24758,Coupe,False,Petrol
KW3GFGLN,62453,White,Volkswagen,Golf,New,2010,48701,Truck,False,Diesel
QVAD4O0S,121032,Silver,Volkswagen,Passat,Used,2007,29491,Hatchback,False,Diesel
V2WXKLRQ,13301,Blue,Audi,A6,Used,2019,42077,Coupe,True,Hybrid
R2OQN9LG,51087,Grey,Hyundai,Elantra,Used,2001,31966,Truck,False,Petrol
FPME8WLH,163609,Silver,Toyota,Camry,Used,2023,31391,Hatchback,False,Petrol
PW7Z0PS1,78566,Orange,Hyundai,Sonata,New,2013,49042,Truck,False,Petrol
AIHE6MUK,30564,White,Audi,Q5,Certified Used,2011,42731,Truck,True,Diesel
9RXZCO3T,37582,Silver,Kia,Sorento,Certified Used,2023,48560,Convertible,False,Petrol
1F29ZIRR,171190,White,Audi,A4,Used,2022,29157,Coupe,True,Petrol
DIX8NZOS,25768,Blue,Hyundai,Sonata,New,2004,49045,Sedan,False,Electric
TCO1IUY1,157820,Yellow,Audi,A4,New,2005,37749,SUV,True,Petrol
T4RIC0XF,150695,Brown,Toyota,Corolla,New,2017,44101,Convertible,False,Hybrid
I9VLH8KR,127561,Grey,BMW,3 Series,Certified Used,2002,34384,Truck,True,Diesel
XNR3XD2H,208213,Silver,BMW,3 Series,New,2009,35501,SUV,True,Diesel
2NJUS319,191411,White,Volkswagen,Passat,Used,2008,22467,Hatchback,False,Petrol
T4KXSATS,26729,Grey,Kia,Sportage,Used,2012,37178,Truck,False,Petrol
DYC4YCYW,169443,Silver,Hyundai,Elantra,Certified Used,2002,27331,Convertible,True,Petrol
R6YJUA2D,209629,Brown,BMW,5 Series,Used,2012,25326,Coupe,False,Hybrid
RQ1GB40W,71909,White,Kia,Sportage,New,2014,48028,Coupe,False,Hybrid
5EUTQJFM,35436,Green,Volkswagen,Passat,Used,2014,35962,Coupe,True,Electric
GKBLLMJT,46431,Silver,BMW,3 Series,Used,2014,38028,SUV,False,Hybrid
WVZPF8FL,161747,Red,BMW,5 Series,Used,2015,29919,Hatchback,False,Electric
F5GMKZCL,82382,Yellow,Honda,CR-V,Used,2024,38325,SUV,False,Diesel
ZO3NTQR7,246073,Green,Volkswagen,Tiguan,New,2003,28153,SUV,False,Electric
Y0WYQ3DF,158889,Green,Kia,Sorento,Used,2017,28984,SUV,True,Hybrid
BWM65WGS,98813,Yellow,Ford,Escape,New,2007,43298,Sedan,False,Diesel
8F9H3TY5,7356,Brown,Nissan,Altima,Used,2013,37070,Convertible,True,Diesel
J1I75U23,248133,White,Hyundai,Tucson,Certified Used,2017,29941,Sedan,True,Hybrid
IUQ4LY8U,135612,Green,Kia,Sorento,Used,2013,29410,Hatchback,True,Electric
8JP4524J,179108,Yellow,Kia,Optima,Certified Used,2001,27450,Truck,False,Diesel
9NX07BU1,150257,Yellow,Toyota,Camry,Used,2002,25503,Sedan,False,Hybrid
LWWLFPYR,216921,Black,Chevrolet,Malibu,Used,2019,27859,SUV,True,Diesel
RNZO0HL2,121223,Black,Chevrolet,Silverado,Used,2011,31630,Sedan,False,Diesel
X6WSQ114,24117,White,Nissan,Altima,Used,2006,36707,Coupe,False,Hybrid
9QGOBDHI,185519,Green,Hyundai,Elantra,Used,2005,22961,Convertible,True,Hybrid
RCPTU2X3,56515,Grey,Toyota,RAV4,New,2000,43504,Convertible,False,Electric
3FN5FWSV,125970,Grey,Kia,Optima,New,2009,41662,Truck,False,Hybrid
VZC7K07O,72222,Yellow,Volkswagen,Golf,New,2004,43370,Truck,True,Hybrid
VZS9UJ63,162294,White,Chevrolet,Malibu,New,2010,37930,Convertible,True,Petrol
78SGQFRH,36592,Brown,Audi,A4,Used,2001,33970,Sedan,True,Hybrid
WIJH5FZV,45069,White,Ford,Escape,Used,2011,35734,SUV,False,Diesel
YCN6QOQ0,107387,Black,Hyundai,Tucson,Certified Used,2012,37932,SUV,True,Hybrid
CZXBSNPK,202275,Black,Chevrolet,Malibu,Certified Used,2023,33338,Hatchback,False,Electric
3ITY4FU9,157706,Green,Volkswagen,Golf,Used,2006,25192,Sedan,True,Petrol
B29KZ2Z7,24222,Green,Toyota,Camry,New,2021,59000,Convertible,True,Hybrid
MGO02L6V,76849,Grey,Chevrolet,Silverado,New,2020,50944,SUV,True,Hybrid
XJP78LRL,184002,Grey,Hyundai,Sonata,Used,2015,29191,Hatchback,False,Electric
LAZQQTEI,30623,Yellow,Nissan,Sentra,New,2022,57540,SUV,True,Diesel
H7FVVZ1E,104545,White,Nissan,Rogue,New,2015,47094,Hatchback,False,Petrol
RZU55I0O,204625,Grey,Chevrolet,Malibu,Certified Used,2005,28586,Convertible,False,Hybrid
0I4B77PA,51077,Brown,BMW,X5,New,2006,48209,Hatchback,True,Diesel
6GZITORK,183576,Blue,Chevrolet,Equinox,Used,2022,30300,Sedan,True,Petrol
9ZKMCF1E,146463,Yellow,Nissan,Altima,Used,2022,30528,Coupe,True,Petrol
X7GBHIHK,210218,Blue,Audi,A6,Used,2017,26723,Convertible,False,Petrol
UVSS9ZEX,232910,Black,Hyundai,Sonata,New,2010,31626,Truck,False,Diesel
RHK25PTN,69106,White,Honda,Accord,New,2017,52551,Hatchback,False,Petrol
06DOCJZ0,200891,Red,Ford,Escape,Used,2000,21615,Convertible,True,Electric
I25LVFM4,67565,Yellow,Volkswagen,Tiguan,Certified Used,2010,42782,Convertible,True,Hybrid
RS5OXTYG,22278,Brown,Ford,Focus,Certified Used,2004,41809,Truck,False,Hybrid
VYEFVK4Z,41712,Green,Nissan,Rogue,Certified Used,2020,49131,Coupe,False,Electric
HV1DZ699,27442,Green,BMW,3 Series,New,2010,53638,SUV,True,Diesel
MXRY4XC0,235498,Silver,Honda,Civic,Used,2003,18852,Truck,True,Petrol
RDV6JZFL,162004,Orange,Audi,Q5,New,2023,44054,Coupe,False,Hybrid
GGAY06LV,43785,Red,Ford,Focus,Certified Used,2024,48744,Convertible,True,Electric
W5GS4ETV,202203,White,Chevrolet,Equinox,Used,2024,27623,Truck,True,Hybrid
YWT98KN1,201411,Green,Chevrolet,Equinox,Certified Used,2013,29354,SUV,False,Hybrid
KHD5Y4EX,202399,Silver,Nissan,Rogue,Certified Used,2000,23855,SUV,True,Petrol
X0Y2XUXQ,83356,Green,Chevrolet,Silverado,Certified Used,2009,37447,SUV,False,Electric
1A4RII0T,53352,Green,Chevrolet,Silverado,Certified Used,2012,41861,SUV,False,Electric
VQP09TT2,212423,Orange,Chevrolet,Equinox,Certified Used,2021,33913,SUV,True,Electric
HJPYF9CS,40052,Grey,Honda,Accord,Certified Used,2005,39504,Sedan,True,Electric
M8SRM8K2,210452,Yellow,Kia,Sportage,New,2013,35631,Truck,True,Electric
R5R0OY64,75601,Blue,Nissan,Sentra,Used,2016,33643,Coupe,False,Hybrid
QBQJYV7G,82076,Silver,Nissan,Sentra,Certified Used,2002,36264,Sedan,False,Hybrid
QEP5Z8EQ,54104,Blue,Volkswagen,Golf,Used,2003,30295,Convertible,False,Electric
C0ZTL40T,159071,Yellow,Chevrolet,Malibu,Used,2013,26696,Convertible,False,Hybrid
FURPE386,200593,Orange,Honda,Accord,Certified Used,2000,27224,SUV,True,Electric
69RFYAAO,148936,White,Chevrolet,Malibu,New,2003,35533,SUV,True,Electric
KEQHJ3SA,131995,Orange,Audi,A6,Certified Used,2015,37294,SUV,False,Electric
Y1QD9OE8,68667,Brown,BMW,X5,Used,2021,39297,SUV,False,Electric
TRO9B3KQ,80966,Blue,Kia,Sorento,Certified Used,2000,35489,Truck,False,Hybrid
R5OXF4GX,185022,Grey,Hyundai,Elantra,New,2016,41027,SUV,True,Diesel
AS7P0D5V,52013,Brown,BMW,3 Series,Certified Used,2004,38544,Hatchback,False,Electric
98XZTKCV,148942,White,Toyota,Corolla,New,2003,34815,Sedan,False,Petrol
88RKGAAX,135783,White,Chevrolet,Silverado,New,2018,47005,Truck,True,Diesel
C7KMGRZC,140615,Orange,BMW,5 Series,Certified Used,2001,32912,Convertible,True,Electric
JFKDVOGU,466,Black,Kia,Sportage,New,2021,62108,Convertible,False,Diesel
6FF8AYPO,212936,Orange,Chevrolet,Malibu,New,2017,35594,Coupe,True,Electric
562QEK3T,132323,Silver,Volkswagen,Passat,Certified Used,2005,31826,Coupe,False,Electric
QBMH7FRK,182737,Grey,Volkswagen,Passat,New,2004,32888,Hatchback,False,Hybrid
FAD3CEZW,181129,Brown,Honda,CR-V,Certified Used,2000,27838,SUV,False,Electric
931F5OB5,243338,Brown,Honda,Accord,Certified Used,2019,31518,Sedan,False,Hybrid
5T9D8QG1,86310,Black,Ford,Escape,Certified Used,2011,41207,Hatchback,True,Electric
QUZFJYXF,38757,Brown,Toyota,Corolla,New,2008,51618,Convertible,False,Electric
3YBJQHGN,153238,Blue,Chevrolet,Malibu,Certified Used,2006,30511,SUV,True,Electric
B52XTSKN,150376,Red,Ford,F-150,New,2020,45360,Coupe,False,Petrol
D9WX4L5X,184315,Orange,Chevrolet,Malibu,Used,2018,26601,Convertible,False,Diesel
NCQ1SPXL,144229,Yellow,Kia,Sorento,Used,2011,27774,Truck,True,Petrol
3AFH20YY,86348,Green,Audi,A4,Certified Used,2009,39665,Truck,True,Electric
D68KJ50T,204397,Brown,Audi,Q5,Used,2014,25267,Coupe,False,Petrol
A3629U1H,22435,Silver,Toyota,Corolla,New,2002,48296,Truck,True,Electric
HDCO4KET,89085,Yellow,Kia,Optima,Used,2013,34180,SUV,False,Petrol
IBYOW39O,195455,Black,Hyundai,Elantra,New,2022,40975,Coupe,False,Electric
7O6QBCVN,59288,Black,Kia,Sorento,Used,2003,31041,Sedan,True,Diesel
YV69V3WC,46709,Black,Honda,CR-V,New,2023,55237,Truck,False,Petrol
SPSTR98K,120733,White,Honda,Civic,New,2015,46363,Convertible,False,Hybrid
TU680LC7,92535,Red,Ford,Escape,New,2007,46110,Coupe,False,Petrol
8K2M4SH1,184652,Red,Ford,Escape,New,2001,30282,SUV,False,Hybrid
3EIYNENM,166099,White,Volkswagen,Passat,Certified Used,2007,30605,Hatchback,True,Petrol
UBUKRCFJ,91205,Brown,Honda,Civic,New,2015,47615,SUV,True,Petrol
F24YWB66,126909,Blue,Honda,CR-V,Used,2022,33146,Truck,False,Diesel
IKVAXRHA,55591,Red,Kia,Sportage,Certified Used,2001,39367,Sedan,False,Hybrid
65QNW863,182588,Orange,Audi,A4,New,2019,40914,Coupe,False,Electric
3GHZQUCZ,11440,Black,BMW,3 Series,Certified Used,2000,43509,Sedan,False,Petrol
I0I5SQEL,239499,Red,Toyota,Corolla,Certified Used,2021,30470,Sedan,True,Petrol
RJKKPITP,2076,Brown,Audi,A6,Certified Used,2009,45324,Coupe,True,Hybrid
5TKDBCTA,110920,Brown,Volkswagen,Tiguan,Used,2013,32972,Truck,True,Electric
I5M46G02,24061,White,Audi,Q5,Certified Used,2006,43217,SUV,False,Electric
2L1UOJEV,240978,Green,BMW,3 Series,Used,2022,26329,Hatchback,True,Electric
IGVD0U8L,180085,Blue,Kia,Sorento,Certified Used,2000,26469,Convertible,False,Hybrid
9M0VSV6Z,40064,Green,Honda,Civic,New,2020,54150,Hatchback,False,Petrol
A1F05Y54,157382,Brown,Chevrolet,Malibu,New,2005,37422,Coupe,True,Diesel
R1XS5LBH,152286,Orange,BMW,3 Series,Certified Used,2001,29547,Sedan,True,Petrol
ATKRCOQR,81465,Orange,Audi,A6,Certified Used,2023,44121,Sedan,False,Diesel
0KD3VRFN,201380,Blue,Audi,Q5,New,2001,32081,SUV,True,Petrol
X3RO4U57,244674,White,Volkswagen,Golf,New,2002,27415,Coupe,True,Electric
P595BHJL,10731,Green,Audi,A4,New,2010,55306,Sedan,False,Diesel
46RNG4Y3,85794,Grey,Honda,CR-V,New,2000,39895,Sedan,False,Petrol
TI19OCIZ,132750,Red,Honda,Civic,Certified Used,2007,33879,SUV,True,Diesel
9CLEI7XQ,190810,Brown,Audi,Q5,Certified Used,2022,37626,Truck,True,Petrol
LCCR9ZFM,47189,Red,BMW,3 Series,New,2011,51736,Hatchback,False,Petrol
X603A29S,233000,Grey,Audi,A6,Used,2012,23762,Convertible,True,Diesel
ZIC5RIYN,220129,Brown,Ford,F-150,Used,2003,21421,Convertible,False,Electric
EOL96VUX,213374,Silver,Ford,Focus,Certified Used,2023,33059,Coupe,True,Electric
74NXQH70,138808,Silver,BMW,3 Series,New,2004,38204,Hatchback,False,Electric
EK53D0UW,110509,White,Chevrolet,Equinox,Certified Used,2006,36092,Convertible,False,Petrol
I9VQJTFW,78658,Red,BMW,3 Series,Certified Used,2015,43570,Truck,True,Electric
7RHTH2TD,84286,Grey,Volkswagen,Tiguan,Certified Used,2004,36085,SUV,False,Diesel
WGCJ3LLY,185470,Green,Honda,Accord,Used,2018,26574,SUV,True,Hybrid
NIJWMTV8,86194,Grey,BMW,X5,Used,2020,35783,Convertible,False,Petrol
CKMQQ52T,37103,White,Toyota,Camry,Certified Used,2023,49226,Convertible,False,Electric
YZZA2DAH,227739,Black,BMW,3 Series,New,2014,32889,Convertible,True,Petrol
EZ55TZ83,72777,White,Chevrolet,Malibu,New,2000,43526,Convertible,True,Electric
HDLWGLJU,235121,Black,Ford,F-150,New,2006,28207,Truck,False,Petrol
26D4R3GO,118051,White,Toyota,Camry,New,2003,38363,Hatchback,True,Electric
XQV9SVO8,105438,Grey,BMW,X5,New,2015,45297,Hatchback,True,Hybrid
4YI8X1HP,212839,Red,Hyundai,Elantra,New,2004,31481,Sedan,False,Petrol
6URFQA6E,170997,Red,Volkswagen,Golf,New,2001,34921,Coupe,False,Diesel
CJGZZLC0,26690,Grey,BMW,3 Series,Used,2003,32294,Hatchback,False,Hybrid
JLF8VNB6,164211,White,Audi,A6,New,2011,37805,SUV,False,Petrol
RRKG69IN,117255,Silver,Audi,A6,New,2007,41916,SUV,True,Hybrid
DRH7NHQS,14610,Red,Audi,A4,Certified Used,2021,48222,Convertible,True,Electric
NJNGU80F,229174,Grey,Toyota,RAV4,Used,2007,19779,Convertible,True,Hybrid
CKJ4HANF,132789,Yellow,Audi,Q5,Certified Used,2016,36887,Hatchback,True,Electric
9PU6JU3M,232760,Blue,BMW,5 Series,New,2024,38320,Truck,False,Diesel
YWO5X2FW,83450,Red,Ford,Focus,Certified Used,2010,38086,Convertible,False,Hybrid
CHLYSRGU,23492,Silver,Nissan,Sentra,Used,2001,32553,Truck,False,Petrol
HDCKPGOT,98477,Grey,Kia,Optima,Used,2000,27893,Hatchback,False,Petrol
5W2ESGF5,57403,Blue,Honda,Accord,Used,2014,37103,Coupe,True,Petrol
33F006TG,45320,Silver,Nissan,Altima,New,2014,51128,Convertible,False,Electric
NQKUHUOY,333,Red,BMW,5 Series,New,2010,54736,SUV,False,Hybrid
CGGK4F8N,233886,Yellow,Honda,Civic,New,2007,29316,Hatchback,False,Electric
5NVOXPR0,159507,Silver,Honda,CR-V,Used,2016,30947,Convertible,True,Electric
ICQBTNFJ,194812,Grey,Honda,CR-V,Certified Used,2000,24982,Convertible,False,Petrol
DF5BV52Y,216061,Silver,Nissan,Rogue,Certified Used,2020,32941,Coupe,False,Hybrid
W3EEOX20,229277,Blue,Audi,A4,New,2024,40429,Sedan,False,Electric
UEKKF7SP,205577,Brown,Audi,Q5,New,2003,30641,Hatchback,False,Diesel
SG2ZY2NY,122732,Black,Toyota,RAV4,New,2000,37018,Coupe,True,Diesel
I1YZQ1BP,176009,Red,Chevrolet,Malibu,New,2008,37764,Coupe,False,Hybrid
DHC7ET5A,38331,Brown,Hyundai,Sonata,New,2013,52765,Sedan,False,Electric
NRZ5LO3B,222902,Yellow,Toyota,Camry,Used,2008,22357,SUV,True,Petrol
M1DJCOR6,33271,Brown,Audi,Q5,Certified Used,2013,45025,Truck,True,Petrol
SSEWVU0O,182168,Grey,Audi,A6,Used,2020,27262,Hatchback,True,Electric
I25P2U9I,10182,Red,Kia,Sorento,Used,2011,38472,Sedan,False,Electric
FJGW3696,180246,Orange,BMW,3 Series,Used,2016,26433,SUV,False,Electric
D1J4G9LQ,169553,Grey,Audi,A4,New,2007,37513,Hatchback,True,Electric
F3ILK52B,238951,Black,Kia,Optima,Certified Used,2022,30271,Convertible,True,Electric
BHM13Y5S,208874,Blue,Ford,Focus,New,2020,38936,Hatchback,False,Hybrid
LKVS32GF,34461,Grey,Kia,Sorento,New,2021,58349,SUV,False,Diesel
BTN3IJLL,234302,Silver,Audi,Q5,Certified Used,2013,27652,Convertible,False,Hybrid
CXJEFF8G,59688,Yellow,Kia,Sportage,New,2011,49082,Convertible,False,Electric
7VDCLIQG,62058,White,Chevrolet,Silverado,Certified Used,2007,39242,Convertible,True,Diesel
V7C77OTE,44557,Red,Honda,Accord,Used,2007,32639,Sedan,True,Diesel
CF7CO7KD,24853,White,Chevrolet,Equinox,Certified Used,2010,43069,Hatchback,True,Diesel
QCWSEN7X,152138,Grey,BMW,X5,Certified Used,2012,34784,Convertible,False,Hybrid
TMK3MARL,96090,Brown,Kia,Sportage,New,2012,46961,Coupe,False,Hybrid
08173Z6V,216675,Black,Volkswagen,Passat,Used,2003,20680,Hatchback,True,Electric
KIP8BHY8,59772,Green,Kia,Sportage,Used,2000,28834,SUV,False,Petrol
56AXQR5I,93097,Red,Honda,Civic,Certified Used,2013,38870,Truck,False,Petrol
J6JUXXJO,113608,Green,Kia,Sportage,New,2021,50715,SUV,False,Electric
